"Bill period end"|"Billdoc aax id"|"Sales partner aax id"|"Customer aax id"|"Customer id"|"Orderable product name"|"Base product name"|"Country code"|"Billable item id"|"Bill Documentnet amount"|"Amount"|"Amount perCustomer / region"
"31/10/2021"|"313394528"|"2000001090"|"2025308258"|"1004615"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000317776"|"11293902.56"|"36.89"|"260.33"
"31/10/2021"|"313394528"|"2000001090"|"2025308258"|"1004615"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000321352"|"11293902.56"|"97.62"|"260.33"
"31/10/2021"|"313394528"|"2000001090"|"2023650241"|"1004365"|"Toll Italy"|"Toll ATCN"|"IT"|"2021-0000000000303892"|"11293902.56"|"27.05"|"42.48"
"31/10/2021"|"313394528"|"2000001090"|"2023650241"|"1004365"|"Toll Italy"|"Toll ATCN"|"IT"|"2021-0000000000303893"|"11293902.56"|"2.4"|"42.48"
"31/10/2021"|"313394528"|"2000001090"|"2023650241"|"1004365"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000305656"|"11293902.56"|"13.03"|"42.48"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000303513"|"11293902.56"|"42.3"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000303514"|"11293902.56"|"13.28"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000305188"|"11293902.56"|"20.49"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321440"|"11293902.56"|"37.05"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000321441"|"11293902.56"|"14.75"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004472862"|"1001740"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000321442"|"11293902.56"|"23.85"|"151.72"
"31/10/2021"|"313394528"|"2000001090"|"2004476301"|"1001742"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000318176"|"11293902.56"|"119.84"|"234.76"
"31/10/2021"|"313394528"|"2000001090"|"2004476301"|"1001742"|"Toll Italy"|"Toll ATCN"|"IT"|"2021-0000000000318177"|"11293902.56"|"4.34"|"234.76"
"31/10/2021"|"313394528"|"2000001090"|"2004476301"|"1001742"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000320083"|"11293902.56"|"32.95"|"234.76"
"31/10/2021"|"313394528"|"2000001090"|"2004476301"|"1001742"|"Toll Italy"|"Toll ATIVA"|"IT"|"2021-0000000000320084"|"11293902.56"|"3.2"|"234.76"
"31/10/2021"|"313394528"|"2000001090"|"2004476301"|"1001742"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321704"|"11293902.56"|"74.43"|"234.76"
"31/10/2021"|"313394528"|"2000001090"|"2032562622"|"1005551"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000311311"|"11293902.56"|"127.46"|"383.53"
"31/10/2021"|"313394528"|"2000001090"|"2032562622"|"1005551"|"Toll Italy"|"Toll CAV"|"IT"|"2021-0000000000314483"|"11293902.56"|"214.92"|"383.53"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000305172"|"11293902.56"|"127.87"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000307187"|"11293902.56"|"89.84"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000307188"|"11293902.56"|"134.92"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000307189"|"11293902.56"|"11.39"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000307190"|"11293902.56"|"16.48"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000307191"|"11293902.56"|"3.3"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000310935"|"11293902.56"|"43.77"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000312426"|"11293902.56"|"80.41"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000315872"|"11293902.56"|"19.18"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000315873"|"11293902.56"|"5.98"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000315874"|"11293902.56"|"61.72"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000315875"|"11293902.56"|"4.75"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000315876"|"11293902.56"|"39.92"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ATIVA"|"IT"|"2021-0000000000315877"|"11293902.56"|"41.97"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SAV"|"IT"|"2021-0000000000315878"|"11293902.56"|"62.7"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000315879"|"11293902.56"|"95.33"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2030177306"|"1005300"|"Toll Italy"|"Toll SAV"|"IT"|"2021-0000000000317830"|"11293902.56"|"60.74"|"900.27"
"31/10/2021"|"313394528"|"2000001090"|"2032562622"|"1005551"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000316286"|"11293902.56"|"41.15"|"383.53"
"31/10/2021"|"313394528"|"2000001090"|"2031118038"|"1005412"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000314338"|"11293902.56"|"113.52"|"211.98"
"31/10/2021"|"313394528"|"2000001090"|"2031118038"|"1005412"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000314339"|"11293902.56"|"93.36"|"211.98"
"31/10/2021"|"313394528"|"2000001090"|"2031118038"|"1005412"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000316035"|"11293902.56"|"3.3"|"211.98"
"31/10/2021"|"313394528"|"2000001090"|"2031118038"|"1005412"|"Toll Italy"|"Toll SAT"|"IT"|"2021-0000000000316038"|"11293902.56"|"1.8"|"211.98"
"31/10/2021"|"313394528"|"2000001090"|"2134415292"|"1015794"|"Toll Italy"|"Toll SALT"|"IT"|"2021-0000000000303846"|"11293902.56"|"102.46"|"205.57"
"31/10/2021"|"313394528"|"2000001090"|"2137171876"|"1016011"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000315993"|"11293902.56"|"69.84"|"215.84"
"31/10/2021"|"313394528"|"2000001090"|"2137171876"|"1016011"|"Toll Italy"|"Toll SAV"|"IT"|"2021-0000000000315994"|"11293902.56"|"89.18"|"215.84"
"31/10/2021"|"313394528"|"2000001090"|"2137171876"|"1016011"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000315995"|"11293902.56"|"3.3"|"215.84"
"31/10/2021"|"313394528"|"2000001090"|"2137171876"|"1016011"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321515"|"11293902.56"|"22.62"|"215.84"
"31/10/2021"|"313394528"|"2000001090"|"2137171876"|"1016011"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000321516"|"11293902.56"|"30.9"|"215.84"
"31/10/2021"|"313394528"|"2000001090"|"2134415292"|"1015794"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000307690"|"11293902.56"|"41.39"|"205.57"
"31/10/2021"|"313394528"|"2000001090"|"2134415292"|"1015794"|"Toll Italy"|"Toll CAV"|"IT"|"2021-0000000000307691"|"11293902.56"|"61.72"|"205.57"
"31/10/2021"|"313394528"|"2000001090"|"2144711036"|"1016618"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000316465"|"11293902.56"|"58.03"|"58.03"
"31/10/2021"|"313394528"|"2000001090"|"2122798574"|"1014669"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000307279"|"11293902.56"|"66.39"|"124.67"
"31/10/2021"|"313394528"|"2000001090"|"2122798574"|"1014669"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000311017"|"11293902.56"|"21.97"|"124.67"
"31/10/2021"|"313394528"|"2000001090"|"2122798574"|"1014669"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000319878"|"11293902.56"|"36.31"|"124.67"
"31/10/2021"|"313394528"|"2000001090"|"2124600880"|"1014841"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000307072"|"11293902.56"|"2.62"|"89.92"
"31/10/2021"|"313394528"|"2000001090"|"2124600880"|"1014841"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000310814"|"11293902.56"|"23.2"|"89.92"
"31/10/2021"|"313394528"|"2000001090"|"2124600880"|"1014841"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000310815"|"11293902.56"|"22.13"|"89.92"
"31/10/2021"|"313394528"|"2000001090"|"2124600880"|"1014841"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000319725"|"11293902.56"|"19.84"|"89.92"
"31/10/2021"|"313394528"|"2000001090"|"2124600880"|"1014841"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000321331"|"11293902.56"|"22.13"|"89.92"
"31/10/2021"|"313394528"|"2000001090"|"2114803607"|"1013921"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000305279"|"11293902.56"|"18.93"|"18.93"
"31/10/2021"|"313394528"|"2000001090"|"2219480639"|"1021572"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000312373"|"11293902.56"|"81.64"|"234.42"
"31/10/2021"|"313394528"|"2000001090"|"2219480639"|"1021572"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000312374"|"11293902.56"|"22.62"|"234.42"
"31/10/2021"|"313394528"|"2000001090"|"2219480639"|"1021572"|"Toll Italy"|"Toll ATIVA"|"IT"|"2021-0000000000312375"|"11293902.56"|"8.03"|"234.42"
"31/10/2021"|"313394528"|"2000001090"|"2219480639"|"1021572"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000314190"|"11293902.56"|"89.18"|"234.42"
"31/10/2021"|"313394528"|"2000001090"|"2219480639"|"1021572"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000321337"|"11293902.56"|"32.95"|"234.42"
"31/10/2021"|"313394528"|"2000001090"|"2286465431"|"1026089"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000307138"|"11293902.56"|"6.48"|"52.14"
"31/10/2021"|"313394528"|"2000001090"|"2286465431"|"1026089"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000307139"|"11293902.56"|"6.48"|"52.14"
"31/10/2021"|"313394528"|"2000001090"|"2286465431"|"1026089"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000315824"|"11293902.56"|"5.74"|"52.14"
"31/10/2021"|"313394528"|"2000001090"|"2286465431"|"1026089"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000315825"|"11293902.56"|"33.44"|"52.14"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000303848"|"11293902.56"|"15"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000303851"|"11293902.56"|"37.13"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000305598"|"11293902.56"|"17.7"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000305602"|"11293902.56"|"22.7"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000311357"|"11293902.56"|"31.23"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000312746"|"11293902.56"|"96.48"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000312750"|"11293902.56"|"8.52"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000316337"|"11293902.56"|"30.9"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000316342"|"11293902.56"|"29.84"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000318365"|"11293902.56"|"15"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000318369"|"11293902.56"|"13.2"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000320259"|"11293902.56"|"27.13"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321812"|"11293902.56"|"43.61"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2264760861"|"1024732"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000321813"|"11293902.56"|"30.9"|"419.34"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000303576"|"11293902.56"|"11.23"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000305270"|"11293902.56"|"41.64"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000312461"|"11293902.56"|"22.05"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000315948"|"11293902.56"|"12.3"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll CAV"|"IT"|"2021-0000000000319841"|"11293902.56"|"27.54"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2286070350"|"1026044"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321472"|"11293902.56"|"41.39"|"156.15"
"31/10/2021"|"313394528"|"2000001090"|"2265671570"|"1024781"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000311363"|"11293902.56"|"74.43"|"196.48"
"31/10/2021"|"313394528"|"2000001090"|"2265671570"|"1024781"|"Toll Italy"|"Toll SAV"|"IT"|"2021-0000000000312757"|"11293902.56"|"73.61"|"196.48"
"31/10/2021"|"313394528"|"2000001090"|"2265671570"|"1024781"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000320262"|"11293902.56"|"4.75"|"196.48"
"31/10/2021"|"313394528"|"2000001090"|"2265671570"|"1024781"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000321819"|"11293902.56"|"19.84"|"196.48"
"31/10/2021"|"313394528"|"2000001090"|"2265671570"|"1024781"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000321820"|"11293902.56"|"23.85"|"196.48"
"31/10/2021"|"313447368"|"2000003572"|"2185287611"|"1019169"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000013185"|"6155.72"|"73.77"|"163.93"
"31/10/2021"|"313447368"|"2000003572"|"2185287611"|"1019169"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000013432"|"6155.72"|"87.62"|"163.93"
"31/10/2021"|"313447368"|"2000003572"|"2185287611"|"1019169"|"Toll Italy"|"Toll SATAP"|"IT"|"2021-0000000000013433"|"6155.72"|"2.54"|"163.93"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000307264"|"11293902.56"|"35.98"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll BRENNERO"|"IT"|"2021-0000000000312491"|"11293902.56"|"38.93"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll ASPI"|"IT"|"2021-0000000000315960"|"11293902.56"|"47.13"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll AV PADANA"|"IT"|"2021-0000000000315961"|"11293902.56"|"11.8"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll AV VENETE"|"IT"|"2021-0000000000319857"|"11293902.56"|"35.98"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000321475"|"11293902.56"|"101.23"|"274.35"
"31/10/2021"|"313394528"|"2000001090"|"2195480353"|"1019933"|"Toll Italy"|"Toll ADF"|"IT"|"2021-0000000000321476"|"11293902.56"|"3.3"|"274.35"
